date,l_ipn,r_asn,f
12/08/2006,5,10013,1
12/08/2006,5,11908,8
12/08/2006,5,13867,2
12/08/2006,5,15412,5
12/08/2006,5,18566,4
12/08/2006,5,24587,3
12/08/2006,5,29550,2
12/08/2006,5,30380,4
12/08/2006,5,32613,1
12/08/2006,6,680,2
12/08/2006,6,786,2
12/08/2006,6,1221,2
12/08/2006,6,3462,2
12/08/2006,6,4134,3
12/08/2006,6,4766,3
12/08/2006,6,4837,26
12/08/2006,6,7018,2
12/08/2006,6,8220,6
12/08/2006,6,10013,3
12/08/2006,6,11908,2
12/08/2006,6,15412,5
12/08/2006,6,18566,2
12/08/2006,6,24587,2
12/08/2006,6,29550,2
12/08/2006,6,30380,4
12/08/2006,6,32613,2
12/08/2006,7,2152,2
12/08/2006,7,3701,1
12/08/2006,7,8070,3
12/08/2006,7,9156,2
12/08/2006,7,15169,9
12/08/2006,7,18566,2
12/08/2006,7,18924,48
12/08/2006,7,21844,3
12/08/2006,7,29550,2
12/08/2006,7,30380,2
12/08/2006,7,36856,3
12/08/2006,8,1668,4
12/08/2006,8,2152,2
12/08/2006,8,4732,90
12/08/2006,8,5662,13
12/08/2006,8,8070,2
12/08/2006,8,8075,2
12/08/2006,8,8220,1
12/08/2006,8,13768,140
12/08/2006,8,15083,82
12/08/2006,8,15169,15
12/08/2006,8,18566,1
12/08/2006,8,29550,1
12/08/2006,8,30380,1
12/08/2006,9,174,5
12/08/2006,9,209,51
12/08/2006,9,1239,8
12/08/2006,9,2140,118
12/08/2006,9,2152,344
12/08/2006,9,2386,11
12/08/2006,9,3561,62
12/08/2006,9,5774,135
12/08/2006,9,5779,222
12/08/2006,9,6318,3
12/08/2006,9,6334,19
12/08/2006,9,6432,100
12/08/2006,9,7018,11
12/08/2006,9,7342,3
12/08/2006,9,8070,10
12/08/2006,9,8075,2
12/08/2006,9,8182,40
12/08/2006,9,8881,2
12/08/2006,9,10794,7
12/08/2006,9,10910,9
12/08/2006,9,11486,20
12/08/2006,9,12168,4
12/08/2006,9,12179,2
12/08/2006,9,12182,14
12/08/2006,9,13703,5
12/08/2006,9,14744,15
12/08/2006,9,14780,519
12/08/2006,9,15169,587
12/08/2006,9,16399,1
12/08/2006,9,16711,48
12/08/2006,9,19296,4
12/08/2006,9,20401,12
12/08/2006,9,20461,59
12/08/2006,9,20940,6
12/08/2006,9,22277,4
12/08/2006,9,25751,6
12/08/2006,9,26085,26
12/08/2006,9,26101,136
12/08/2006,9,29720,2
12/08/2006,9,33419,3
12/08/2006,9,33694,16
12/08/2006,9,36088,151
12/08/2006,9,36839,9
12/08/2006,9,36856,2
13/08/2006,0,209,2
13/08/2006,0,701,1
13/08/2006,0,786,2
13/08/2006,0,3561,10
13/08/2006,0,3671,13
13/08/2006,0,3786,1
13/08/2006,0,4134,1
13/08/2006,0,4765,1
13/08/2006,0,4837,1
13/08/2006,0,7018,2
13/08/2006,0,7021,1
13/08/2006,0,7029,1
13/08/2006,0,7132,9
13/08/2006,0,11427,1
13/08/2006,0,12653,3
13/08/2006,0,13462,37
13/08/2006,0,13749,1
13/08/2006,0,15623,1
13/08/2006,0,15802,1
13/08/2006,0,16509,1
13/08/2006,0,17787,1
13/08/2006,0,19262,1
13/08/2006,0,28573,2
13/08/2006,0,30222,2
13/08/2006,0,31976,13
13/08/2006,1,226,2
13/08/2006,1,680,1
13/08/2006,1,786,1
13/08/2006,1,3265,4701
13/08/2006,1,3320,2
13/08/2006,1,3561,7
13/08/2006,1,3786,1
13/08/2006,1,4134,3
13/08/2006,1,4323,5
13/08/2006,1,4713,3
13/08/2006,1,4837,2
13/08/2006,1,6197,1
13/08/2006,1,7018,1
13/08/2006,1,13749,1
13/08/2006,1,14778,6
13/08/2006,1,15169,2
13/08/2006,1,16195,1
13/08/2006,1,17429,1
13/08/2006,1,17813,1
13/08/2006,1,19115,1
13/08/2006,1,19332,1
13/08/2006,1,19548,1
13/08/2006,1,23724,3
13/08/2006,1,23980,1
13/08/2006,1,27595,44
13/08/2006,1,29550,2
13/08/2006,2,1312,197
13/08/2006,2,3561,5
13/08/2006,2,4134,1
13/08/2006,2,4323,8
13/08/2006,2,6478,2
13/08/2006,2,7018,116
13/08/2006,2,7132,4
13/08/2006,2,7377,183
13/08/2006,2,13749,2
13/08/2006,2,16572,12
13/08/2006,2,18530,2
13/08/2006,2,19318,1
13/08/2006,2,29863,4
13/08/2006,2,33260,4
13/08/2006,2,33650,68
13/08/2006,3,786,2
13/08/2006,3,2527,3
13/08/2006,3,3320,1
13/08/2006,3,4134,19
13/08/2006,3,4323,1
13/08/2006,3,4713,5
13/08/2006,3,4837,1
13/08/2006,3,13749,1
13/08/2006,3,23724,3
13/08/2006,3,29550,1
13/08/2006,4,786,1
13/08/2006,4,4134,1
13/08/2006,4,4323,3
13/08/2006,4,6428,1
13/08/2006,4,7132,59
13/08/2006,4,13749,1
13/08/2006,4,15169,82
13/08/2006,4,17429,1
13/08/2006,4,31976,85
13/08/2006,4,33651,15
13/08/2006,5,226,1
13/08/2006,5,786,2
13/08/2006,5,2152,7
13/08/2006,5,2527,4
13/08/2006,5,3320,2
13/08/2006,5,4134,10
13/08/2006,5,4323,4
13/08/2006,5,4713,3
13/08/2006,5,4837,1
13/08/2006,5,7132,1
13/08/2006,5,8070,5
13/08/2006,5,8075,4
13/08/2006,5,13749,1
13/08/2006,5,13867,2
13/08/2006,5,19262,4
13/08/2006,5,23724,4
13/08/2006,5,26496,1
13/08/2006,5,29550,2
13/08/2006,5,30380,2
13/08/2006,6,226,2
13/08/2006,6,786,2
13/08/2006,6,2527,2
13/08/2006,6,3320,2
13/08/2006,6,4134,5
13/08/2006,6,4323,1
13/08/2006,6,4538,4
13/08/2006,6,4837,3
13/08/2006,6,13749,1
13/08/2006,6,23724,2
13/08/2006,6,24587,1
13/08/2006,6,29550,2
13/08/2006,6,30380,3
13/08/2006,7,87,11
13/08/2006,7,109,7
13/08/2006,7,209,6
13/08/2006,7,1239,7
13/08/2006,7,2152,18
13/08/2006,7,3320,2
13/08/2006,7,3701,2
13/08/2006,7,4538,1
13/08/2006,7,6432,2
13/08/2006,7,8070,1
13/08/2006,7,8075,4
13/08/2006,7,8560,1
13/08/2006,7,9156,8
13/08/2006,7,9194,1
13/08/2006,7,10763,4
13/08/2006,7,11414,6
13/08/2006,7,11479,1
13/08/2006,7,11944,3
13/08/2006,7,12182,1
13/08/2006,7,12222,2
13/08/2006,7,14743,1
13/08/2006,7,15169,44
13/08/2006,7,17225,9
13/08/2006,7,18924,48
13/08/2006,7,20940,2
13/08/2006,7,21844,25
13/08/2006,7,29550,2
13/08/2006,7,36856,17
13/08/2006,8,109,7
13/08/2006,8,226,1
13/08/2006,8,2152,1
13/08/2006,8,3320,1
13/08/2006,8,4538,1
13/08/2006,8,8075,2
13/08/2006,8,15169,4
13/08/2006,8,29550,1
13/08/2006,9,2152,4
13/08/2006,9,8070,3
13/08/2006,9,15169,2
14/08/2006,0,209,1
14/08/2006,0,701,2
14/08/2006,0,1897,1
14/08/2006,0,3356,1
14/08/2006,0,3462,2
14/08/2006,0,3561,22
14/08/2006,0,3671,9
14/08/2006,0,4230,1
14/08/2006,0,4323,1
14/08/2006,0,4766,1
14/08/2006,0,4812,1
14/08/2006,0,4837,2
14/08/2006,0,6261,1
14/08/2006,0,6348,1
14/08/2006,0,6432,1
14/08/2006,0,6939,1
14/08/2006,0,6993,2
14/08/2006,0,7132,1
14/08/2006,0,7738,1
14/08/2006,0,8220,1
14/08/2006,0,9318,1
14/08/2006,0,9498,1
14/08/2006,0,9806,1
14/08/2006,0,13462,34
14/08/2006,0,13867,1
14/08/2006,0,17228,2
14/08/2006,0,18245,2
14/08/2006,0,19262,2
14/08/2006,0,19271,1
14/08/2006,0,19864,1
14/08/2006,0,19893,1
14/08/2006,0,29486,1
14/08/2006,0,31976,8
14/08/2006,0,33379,1
14/08/2006,1,137,2
14/08/2006,1,174,2
14/08/2006,1,1668,4
14/08/2006,1,2108,45
14/08/2006,1,3265,4627
14/08/2006,1,3307,46
14/08/2006,1,3320,2
14/08/2006,1,3561,6
14/08/2006,1,3794,1
14/08/2006,1,4134,2
14/08/2006,1,4323,9
14/08/2006,1,4766,5
14/08/2006,1,4788,2
14/08/2006,1,4837,1
14/08/2006,1,5872,1
14/08/2006,1,6327,1
14/08/2006,1,7018,1
14/08/2006,1,7132,2
14/08/2006,1,7896,2
14/08/2006,1,8190,2
14/08/2006,1,8376,1
14/08/2006,1,9121,2
14/08/2006,1,9298,2
14/08/2006,1,9316,1
14/08/2006,1,9318,1
14/08/2006,1,9808,1
14/08/2006,1,11486,2
14/08/2006,1,12252,1
14/08/2006,1,12880,2
14/08/2006,1,14778,2
14/08/2006,1,14780,1
14/08/2006,1,16195,1
14/08/2006,1,17547,2
14/08/2006,1,17883,16
14/08/2006,1,18245,50
14/08/2006,1,18942,1
14/08/2006,1,19262,1
14/08/2006,1,20001,1
14/08/2006,1,22846,2
14/08/2006,1,23563,2
14/08/2006,1,26277,4
14/08/2006,1,27595,4
14/08/2006,1,33438,47
14/08/2006,2,52,2
14/08/2006,2,81,1
14/08/2006,2,209,34
14/08/2006,2,1312,83
14/08/2006,2,3561,3
14/08/2006,2,3598,2
14/08/2006,2,3659,1
14/08/2006,2,4766,2
14/08/2006,2,5650,164
14/08/2006,2,5661,3
14/08/2006,2,6478,2
14/08/2006,2,7065,5
14/08/2006,2,7132,5
14/08/2006,2,7377,81
14/08/2006,2,11414,31
14/08/2006,2,18245,2
14/08/2006,2,18530,18
14/08/2006,2,19918,171
14/08/2006,2,27431,1
14/08/2006,2,29863,8
14/08/2006,2,30099,12
14/08/2006,2,33260,4
14/08/2006,2,33650,99
14/08/2006,3,137,2
14/08/2006,3,174,1
14/08/2006,3,2152,1
14/08/2006,3,4134,3
14/08/2006,3,4766,3
14/08/2006,3,7896,1
14/08/2006,3,8070,7
14/08/2006,3,8190,1
14/08/2006,3,9498,2
14/08/2006,3,18245,1
14/08/2006,3,18942,2
14/08/2006,3,22846,1
14/08/2006,3,26277,2
14/08/2006,4,3561,6
14/08/2006,4,4323,1
14/08/2006,4,4766,12
14/08/2006,4,9498,65
14/08/2006,4,11022,2
14/08/2006,4,15169,80
14/08/2006,4,18245,2
14/08/2006,4,20001,31
14/08/2006,4,22855,167
14/08/2006,4,23342,4
14/08/2006,4,31976,84
14/08/2006,4,33651,15
14/08/2006,5,137,2
14/08/2006,5,209,2
14/08/2006,5,226,1
14/08/2006,5,2152,22
14/08/2006,5,3561,5
14/08/2006,5,4134,2
14/08/2006,5,4766,4
14/08/2006,5,6432,9
14/08/2006,5,6966,10
14/08/2006,5,7018,15
14/08/2006,5,7342,2
14/08/2006,5,7896,2
14/08/2006,5,8070,7
14/08/2006,5,8075,3
14/08/2006,5,8190,4
14/08/2006,5,11604,2
14/08/2006,5,13867,2
14/08/2006,5,14779,6
14/08/2006,5,15169,21
14/08/2006,5,15635,3
14/08/2006,5,17110,10
14/08/2006,5,18245,1
14/08/2006,5,18942,2
14/08/2006,5,22822,8
14/08/2006,5,22846,2
14/08/2006,5,25751,3
14/08/2006,5,26085,8
14/08/2006,5,26101,28
14/08/2006,5,26277,2
14/08/2006,5,30060,4
14/08/2006,5,33278,2
14/08/2006,5,36839,3
14/08/2006,6,137,2
14/08/2006,6,174,2
14/08/2006,6,4766,5
14/08/2006,6,4812,1
14/08/2006,6,7896,6
14/08/2006,6,8190,2
14/08/2006,6,9498,2
14/08/2006,6,17883,12
14/08/2006,6,18245,1
14/08/2006,6,18942,2
14/08/2006,6,22846,1
14/08/2006,6,26277,2
14/08/2006,6,30380,2
14/08/2006,7,109,7
14/08/2006,7,137,1
14/08/2006,7,174,2
14/08/2006,7,1239,7
14/08/2006,7,2152,3
14/08/2006,7,3701,2
14/08/2006,7,7896,2
14/08/2006,7,8070,2
14/08/2006,7,8075,2
14/08/2006,7,8190,5
14/08/2006,7,8560,1
14/08/2006,7,9156,8
14/08/2006,7,11944,2
14/08/2006,7,14744,172
14/08/2006,7,15169,75
14/08/2006,7,16966,21
14/08/2006,7,18924,48
14/08/2006,7,19271,2
14/08/2006,7,21844,17
14/08/2006,7,30315,40
14/08/2006,7,36856,17
14/08/2006,8,109,7
14/08/2006,8,137,1
14/08/2006,8,174,1
14/08/2006,8,2152,1
14/08/2006,8,7896,1
14/08/2006,8,8070,2
14/08/2006,8,8190,1
14/08/2006,8,9318,1198
14/08/2006,8,15169,4
14/08/2006,9,2152,4
14/08/2006,9,8070,1
14/08/2006,9,8075,2
14/08/2006,9,11922,1
14/08/2006,9,15169,258
14/08/2006,9,36856,2
15/08/2006,0,209,1
15/08/2006,0,714,1
15/08/2006,0,1221,1
15/08/2006,0,2828,1
15/08/2006,0,2914,1
15/08/2006,0,3269,1
15/08/2006,0,3320,3
15/08/2006,0,3462,1
15/08/2006,0,3561,36
15/08/2006,0,3671,13
15/08/2006,0,4134,1
15/08/2006,0,4323,1
15/08/2006,0,4766,1
15/08/2006,0,5089,1
15/08/2006,0,6432,1
15/08/2006,0,6461,1
15/08/2006,0,6724,1
15/08/2006,0,6939,1
15/08/2006,0,7015,261
15/08/2006,0,7132,1
15/08/2006,0,7496,1
15/08/2006,0,7796,22
15/08/2006,0,8151,1
15/08/2006,0,9050,1
15/08/2006,0,9800,1
15/08/2006,0,9806,1
15/08/2006,0,9853,1
15/08/2006,0,13462,32
15/08/2006,0,15802,1
15/08/2006,0,15965,1
15/08/2006,0,19262,1
15/08/2006,0,19271,1
15/08/2006,0,21844,1
15/08/2006,0,22364,1
15/08/2006,0,22773,1
15/08/2006,0,26085,2
15/08/2006,0,28573,2
15/08/2006,0,29717,1
15/08/2006,0,30374,1
15/08/2006,0,31976,13
15/08/2006,1,137,7
15/08/2006,1,680,2
15/08/2006,1,2018,2
15/08/2006,1,2107,2
15/08/2006,1,2828,4
15/08/2006,1,3265,4662
15/08/2006,1,3269,4
15/08/2006,1,3462,2
15/08/2006,1,3561,24
15/08/2006,1,4134,7
15/08/2006,1,4323,1
15/08/2006,1,4766,1
15/08/2006,1,4814,1
15/08/2006,1,4837,2
15/08/2006,1,6461,1
15/08/2006,1,7015,1482
15/08/2006,1,7046,1
15/08/2006,1,7796,2
15/08/2006,1,8342,7
15/08/2006,1,8376,1
15/08/2006,1,9304,1
15/08/2006,1,9318,1
15/08/2006,1,9808,1
15/08/2006,1,9929,2
15/08/2006,1,10154,1
15/08/2006,1,10429,1
15/08/2006,1,11427,1
15/08/2006,1,11486,2
15/08/2006,1,13046,3
15/08/2006,1,14744,8
15/08/2006,1,14778,14
15/08/2006,1,14938,1
15/08/2006,1,15169,2
15/08/2006,1,15965,1
15/08/2006,1,16195,1
15/08/2006,1,17608,1
15/08/2006,1,17813,2
15/08/2006,1,18566,2
15/08/2006,1,19262,1
15/08/2006,1,24373,1
15/08/2006,1,24589,2
15/08/2006,1,25310,1
15/08/2006,1,27595,4
15/08/2006,1,29256,1
15/08/2006,1,29550,2
15/08/2006,1,29737,1
15/08/2006,1,33287,1
15/08/2006,1,33774,1
15/08/2006,2,209,57
15/08/2006,2,1312,84
15/08/2006,2,3561,7
15/08/2006,2,3598,3
15/08/2006,2,4323,4
15/08/2006,2,4983,21
15/08/2006,2,5650,170
15/08/2006,2,5661,3
15/08/2006,2,6478,3
15/08/2006,2,7015,181
15/08/2006,2,7018,98
15/08/2006,2,7132,3
15/08/2006,2,7377,76
15/08/2006,2,7796,4
15/08/2006,2,11414,13
15/08/2006,2,18530,3
15/08/2006,2,19262,1
15/08/2006,2,19918,229
15/08/2006,2,22625,1
15/08/2006,2,29863,4
15/08/2006,2,33260,12
15/08/2006,2,33650,15
15/08/2006,2,36828,3
15/08/2006,3,137,1
15/08/2006,3,680,1
15/08/2006,3,2107,1
15/08/2006,3,2116,1
15/08/2006,3,3269,5
15/08/2006,3,3320,5
15/08/2006,3,4134,7
15/08/2006,3,4766,3
15/08/2006,3,7796,1
15/08/2006,3,12006,6
15/08/2006,3,14744,14
15/08/2006,3,18566,1
15/08/2006,3,29550,1
15/08/2006,4,137,3
15/08/2006,4,2914,1
15/08/2006,4,3320,60
15/08/2006,4,3561,6
15/08/2006,4,4323,3
15/08/2006,4,4513,2
15/08/2006,4,7796,2
15/08/2006,4,7996,3873
15/08/2006,4,14744,1
15/08/2006,4,14778,4
15/08/2006,4,15169,94
15/08/2006,4,22855,13
15/08/2006,4,23342,3
15/08/2006,4,29895,46
15/08/2006,4,31976,83
15/08/2006,5,137,4
15/08/2006,5,680,2
15/08/2006,5,2107,2
15/08/2006,5,2152,4
15/08/2006,5,3269,5
15/08/2006,5,3320,2
15/08/2006,5,3356,1
15/08/2006,5,3561,1
15/08/2006,5,4134,3
15/08/2006,5,4766,3
15/08/2006,5,7796,1
15/08/2006,5,8070,4
15/08/2006,5,8075,6
15/08/2006,5,11908,2
15/08/2006,5,13867,2
15/08/2006,5,14744,3
15/08/2006,5,15965,1
15/08/2006,5,18566,2
15/08/2006,5,22822,4
15/08/2006,5,29550,4
15/08/2006,6,137,2
15/08/2006,6,680,1
15/08/2006,6,2107,2
15/08/2006,6,3269,8
15/08/2006,6,3462,1
15/08/2006,6,4766,1
15/08/2006,6,7015,1
15/08/2006,6,7796,1
15/08/2006,6,9808,1
15/08/2006,6,9929,1
15/08/2006,6,14744,15
15/08/2006,6,18566,2
15/08/2006,6,29550,5
15/08/2006,7,109,8
15/08/2006,7,271,4
15/08/2006,7,1239,4
15/08/2006,7,2107,2
15/08/2006,7,2152,2
15/08/2006,7,3701,2
15/08/2006,7,8070,3
15/08/2006,7,8560,1
15/08/2006,7,9156,4
15/08/2006,7,10912,7
15/08/2006,7,12182,4
15/08/2006,7,15169,38
15/08/2006,7,18566,4
15/08/2006,7,18924,48
15/08/2006,7,21844,7
15/08/2006,7,29550,2
15/08/2006,7,30315,8
15/08/2006,7,36856,10
15/08/2006,8,109,8
15/08/2006,8,2107,1
15/08/2006,8,2152,1
15/08/2006,8,2914,1
15/08/2006,8,8070,2
15/08/2006,8,15169,4
15/08/2006,8,18566,1
15/08/2006,8,29550,1
15/08/2006,9,102,182
15/08/2006,9,111,1
15/08/2006,9,2152,239
15/08/2006,9,3561,1
15/08/2006,9,4323,14
15/08/2006,9,5779,189
15/08/2006,9,6334,62
15/08/2006,9,6432,10
15/08/2006,9,8070,6
15/08/2006,9,8075,1
15/08/2006,9,11383,20
15/08/2006,9,14780,255
15/08/2006,9,15169,825
15/08/2006,9,17110,6
15/08/2006,9,20461,688
15/08/2006,9,22822,4
15/08/2006,9,25751,4
15/08/2006,9,26101,54
15/08/2006,9,26228,2
15/08/2006,9,33694,34
15/08/2006,9,36088,99
15/08/2006,9,36856,4
16/08/2006,0,1897,2
16/08/2006,0,2152,1
16/08/2006,0,2518,1
16/08/2006,0,2614,1
16/08/2006,0,2697,1
16/08/2006,0,2828,2
16/08/2006,0,3249,1
16/08/2006,0,3262,1
16/08/2006,0,3269,2
16/08/2006,0,3356,1
16/08/2006,0,3561,33
16/08/2006,0,3671,16
16/08/2006,0,4134,4
16/08/2006,0,4230,1
16/08/2006,0,4755,1
16/08/2006,0,5089,7
16/08/2006,0,6432,1
16/08/2006,0,6461,1
16/08/2006,0,6724,1
16/08/2006,0,6939,1
16/08/2006,0,7015,1
16/08/2006,0,7018,1
16/08/2006,0,7029,2
16/08/2006,0,7132,51
16/08/2006,0,7539,1
16/08/2006,0,7543,1
16/08/2006,0,7557,1
16/08/2006,0,8240,1
16/08/2006,0,9304,1
16/08/2006,0,9316,315
16/08/2006,0,9459,1
16/08/2006,0,12322,2
16/08/2006,0,12578,1
16/08/2006,0,13462,40
16/08/2006,0,13867,2
16/08/2006,0,14742,1
16/08/2006,0,14857,1
16/08/2006,0,15475,1
16/08/2006,0,17012,1
16/08/2006,0,17184,1
16/08/2006,0,19262,1
16/08/2006,0,21201,4
16/08/2006,0,22773,1
16/08/2006,0,29717,1
16/08/2006,0,30099,2
16/08/2006,0,30222,1
16/08/2006,0,31976,12
16/08/2006,0,32736,1
16/08/2006,1,174,2
16/08/2006,1,680,2
16/08/2006,1,714,2
16/08/2006,1,1668,6
16/08/2006,1,2510,1
16/08/2006,1,2614,1
16/08/2006,1,2697,1
16/08/2006,1,2828,3
16/08/2006,1,3064,1
16/08/2006,1,3228,1
16/08/2006,1,3265,4702
16/08/2006,1,3561,25
16/08/2006,1,3734,1
16/08/2006,1,4134,47
16/08/2006,1,4609,2
16/08/2006,1,4657,4
16/08/2006,1,4713,2
16/08/2006,1,4741,1
16/08/2006,1,4766,2
16/08/2006,1,4814,14
16/08/2006,1,5723,1
16/08/2006,1,6181,2
16/08/2006,1,6400,1
16/08/2006,1,6724,2
16/08/2006,1,7018,3
16/08/2006,1,7046,3
16/08/2006,1,7132,1628
16/08/2006,1,8047,1
16/08/2006,1,8048,1
16/08/2006,1,8342,3
16/08/2006,1,8560,1
16/08/2006,1,9316,249
16/08/2006,1,9318,3
16/08/2006,1,11175,2
16/08/2006,1,12322,2
16/08/2006,1,12880,1
16/08/2006,1,13091,1
16/08/2006,1,14690,5
16/08/2006,1,14780,3
16/08/2006,1,17813,4
16/08/2006,1,18182,2
16/08/2006,1,19262,2
16/08/2006,1,22489,2
16/08/2006,1,22909,1
16/08/2006,1,24268,1
16/08/2006,1,24589,2
16/08/2006,1,30099,1
16/08/2006,1,31797,2
16/08/2006,1,34320,3
16/08/2006,1,34679,2
16/08/2006,2,81,3
16/08/2006,2,209,35
16/08/2006,2,1312,96
16/08/2006,2,2614,1
16/08/2006,2,2697,1
16/08/2006,2,3561,4
16/08/2006,2,4134,1
16/08/2006,2,4323,8
16/08/2006,2,4983,4
16/08/2006,2,5650,75
16/08/2006,2,6366,1
16/08/2006,2,6478,5
16/08/2006,2,7018,298
16/08/2006,2,7065,4
16/08/2006,2,7132,3
16/08/2006,2,7377,90
16/08/2006,2,9316,262
16/08/2006,2,11414,9
16/08/2006,2,12322,2
16/08/2006,2,16467,10
16/08/2006,2,19918,330
16/08/2006,2,22625,2
16/08/2006,2,29863,8
16/08/2006,2,30099,8
16/08/2006,2,33260,12
16/08/2006,2,33650,43
16/08/2006,2,33651,2
16/08/2006,3,174,1
16/08/2006,3,1668,2
16/08/2006,3,2614,2
16/08/2006,3,2697,2
16/08/2006,3,3064,1
16/08/2006,3,4134,22
16/08/2006,3,4713,1
16/08/2006,3,6724,2
16/08/2006,3,7018,1
16/08/2006,3,7132,1
16/08/2006,3,8220,3
16/08/2006,3,9316,2
16/08/2006,3,12006,3
16/08/2006,3,12322,2
16/08/2006,3,13091,1
16/08/2006,3,18182,1
16/08/2006,3,22489,1
16/08/2006,3,31797,1
16/08/2006,4,2614,1
16/08/2006,4,2697,1
16/08/2006,4,3320,91
16/08/2006,4,3561,6
16/08/2006,4,4134,9
16/08/2006,4,6428,1
16/08/2006,4,7132,46
16/08/2006,4,9316,156
16/08/2006,4,11022,2
16/08/2006,4,12322,2
16/08/2006,4,14778,2
16/08/2006,4,15169,87
16/08/2006,4,22855,37
16/08/2006,4,23342,3
16/08/2006,4,31976,83
16/08/2006,4,33651,117
16/08/2006,5,174,2
16/08/2006,5,1668,5
16/08/2006,5,2152,6
16/08/2006,5,2614,2
16/08/2006,5,2697,1
16/08/2006,5,3064,1
16/08/2006,5,4134,11
16/08/2006,5,4713,2
16/08/2006,5,6724,2
16/08/2006,5,7018,3
16/08/2006,5,7132,2
16/08/2006,5,8070,9
16/08/2006,5,8075,5
16/08/2006,5,8220,3
16/08/2006,5,9316,1
16/08/2006,5,12322,3
16/08/2006,5,13867,4
16/08/2006,5,18182,2
16/08/2006,5,22489,1
16/08/2006,5,31797,2
16/08/2006,6,174,2
16/08/2006,6,1668,4
16/08/2006,6,2614,2
16/08/2006,6,2697,1
16/08/2006,6,3064,2
16/08/2006,6,4134,20
16/08/2006,6,4713,2
16/08/2006,6,4812,1
16/08/2006,6,6724,2
16/08/2006,6,7018,3
16/08/2006,6,8220,2
16/08/2006,6,9316,2
16/08/2006,6,9803,1
16/08/2006,6,12322,4
16/08/2006,6,15965,1
16/08/2006,6,22489,1
16/08/2006,6,31797,4
16/08/2006,7,109,3
16/08/2006,7,239,1
16/08/2006,7,714,1
16/08/2006,7,1239,14
16/08/2006,7,1668,2
16/08/2006,7,2152,36
16/08/2006,7,3561,10
16/08/2006,7,3701,1
16/08/2006,7,7497,1
16/08/2006,7,8070,3
16/08/2006,7,8560,2
16/08/2006,7,9156,8
16/08/2006,7,10763,1
16/08/2006,7,11078,2
16/08/2006,7,11266,4
16/08/2006,7,11486,1
16/08/2006,7,11944,1
16/08/2006,7,12182,1
16/08/2006,7,13749,1
16/08/2006,7,13768,12
16/08/2006,7,14780,83
16/08/2006,7,15169,51
16/08/2006,7,18924,66
16/08/2006,7,19271,2
16/08/2006,7,20940,2
16/08/2006,7,21502,4
16/08/2006,7,21844,28
16/08/2006,7,22277,6
16/08/2006,7,22489,1
16/08/2006,7,22822,4
16/08/2006,7,25751,5
16/08/2006,7,25847,19
16/08/2006,7,26101,3
16/08/2006,7,31797,2
16/08/2006,7,36839,11
16/08/2006,7,36856,16
16/08/2006,8,109,3
16/08/2006,8,2152,1
16/08/2006,8,7497,1
16/08/2006,8,7796,1
16/08/2006,8,8070,2
16/08/2006,8,15169,4
16/08/2006,8,21502,1
16/08/2006,8,31797,1
16/08/2006,9,2140,55
16/08/2006,9,2152,499
16/08/2006,9,2914,2
16/08/2006,9,3561,17
16/08/2006,9,3598,1
16/08/2006,9,4265,1
16/08/2006,9,4355,2
16/08/2006,9,5779,378
16/08/2006,9,6432,7
16/08/2006,9,6478,2
16/08/2006,9,8070,5
16/08/2006,9,8075,3
16/08/2006,9,10763,1
16/08/2006,9,11486,19
16/08/2006,9,12182,13
16/08/2006,9,12222,16
16/08/2006,9,14780,541
16/08/2006,9,14904,19
16/08/2006,9,14912,45
16/08/2006,9,15169,177
16/08/2006,9,16509,1
16/08/2006,9,16807,59
16/08/2006,9,17012,2
16/08/2006,9,17110,2
16/08/2006,9,19292,1
16/08/2006,9,19296,7
16/08/2006,9,20461,24
16/08/2006,9,20940,6
16/08/2006,9,21844,5
16/08/2006,9,23352,4
16/08/2006,9,25751,1
16/08/2006,9,26101,125
16/08/2006,9,32392,10
16/08/2006,9,33070,8
16/08/2006,9,33694,5
16/08/2006,9,36088,259
16/08/2006,9,36856,2
17/08/2006,0,209,1
17/08/2006,0,852,1
17/08/2006,0,1239,1
17/08/2006,0,2828,3
17/08/2006,0,3462,1
17/08/2006,0,3561,23
17/08/2006,0,3671,8
17/08/2006,0,4134,2
17/08/2006,0,4230,1
17/08/2006,0,4837,2
17/08/2006,0,5410,1
17/08/2006,0,5552,1
17/08/2006,0,6432,1
17/08/2006,0,6461,1
17/08/2006,0,6724,1
17/08/2006,0,6799,1
17/08/2006,0,6830,1
17/08/2006,0,6939,1
17/08/2006,0,7029,2
17/08/2006,0,7393,1
17/08/2006,0,7738,1
17/08/2006,0,8075,2
17/08/2006,0,8113,1
17/08/2006,0,8359,1
17/08/2006,0,9304,169
17/08/2006,0,11486,1
17/08/2006,0,11530,1
17/08/2006,0,12322,2832
17/08/2006,0,13353,2
17/08/2006,0,13462,34
17/08/2006,0,13867,1
17/08/2006,0,17228,1
17/08/2006,0,17897,1
17/08/2006,0,18866,1
17/08/2006,0,19271,2
17/08/2006,0,19296,1
17/08/2006,0,19916,1
17/08/2006,0,21844,1
17/08/2006,0,22773,2
17/08/2006,0,26831,1
17/08/2006,0,30099,2
17/08/2006,0,30890,1
17/08/2006,0,31186,1
17/08/2006,0,31976,13
17/08/2006,0,31983,4358
17/08/2006,0,32636,2
17/08/2006,0,33379,1
17/08/2006,1,1299,2
17/08/2006,1,3215,4
